 ,Label,Area,Mean,Mode,Min,Max,Median,Slice
81,OP_4_reg.tif:81,283,1593.078,1374,1002,2582,1498,81
82,OP_4_reg.tif:82,283,1591.265,1414,1024,2546,1502,82
83,OP_4_reg.tif:83,283,1592.410,1086,1016,2582,1499,83
84,OP_4_reg.tif:84,283,1583.205,1200,988,2602,1497,84
85,OP_4_reg.tif:85,283,1581.007,1640,969,2544,1487,85
86,OP_4_reg.tif:86,283,1577.640,1285,1013,2568,1479,86
87,OP_4_reg.tif:87,283,1564.686,1083,966,2550,1492,87
88,OP_4_reg.tif:88,283,1567.276,1125,1024,2522,1469,88
89,OP_4_reg.tif:89,283,1554.813,1238,982,2499,1453,89
90,OP_4_reg.tif:90,283,1553.523,1127,1000,2517,1470,90
91,OP_4_reg.tif:91,283,1540.601,1127,979,2483,1454,91
92,OP_4_reg.tif:92,283,1531.940,1108,973,2493,1437,92
93,OP_4_reg.tif:93,283,1537.594,1167,998,2461,1440,93
94,OP_4_reg.tif:94,283,1528.580,967,938,2501,1441,94
95,OP_4_reg.tif:95,283,1528.795,1085,963,2469,1453,95
96,OP_4_reg.tif:96,283,1528.205,1148,968,2465,1438,96
97,OP_4_reg.tif:97,283,1530.378,1063,970,2460,1443,97
98,OP_4_reg.tif:98,283,1530.859,1125,986,2498,1431,98
99,OP_4_reg.tif:99,283,1522.420,1035,959,2423,1442,99
100,OP_4_reg.tif:100,283,1521.099,1035,954,2428,1452,100
101,OP_4_reg.tif:101,283,1519.799,1085,952,2439,1441,101
102,OP_4_reg.tif:102,283,1516.993,1487,1000,2387,1436,102
103,OP_4_reg.tif:103,283,1516.145,1103,987,2388,1431,103
104,OP_4_reg.tif:104,283,1513.693,1223,963,2423,1430,104
105,OP_4_reg.tif:105,283,1513.947,1119,957,2416,1429,105
106,OP_4_reg.tif:106,283,1504.583,1145,965,2356,1411,106
107,OP_4_reg.tif:107,283,1513.329,1124,1002,2374,1417,107
108,OP_4_reg.tif:108,283,1508.516,1300,963,2382,1437,108
109,OP_4_reg.tif:109,283,1504.042,1008,951,2389,1413,109
110,OP_4_reg.tif:110,283,1509.025,1076,948,2413,1433,110
111,OP_4_reg.tif:111,283,1509.544,1617,963,2461,1428,111
112,OP_4_reg.tif:112,283,1510.594,968,968,2418,1432,112
113,OP_4_reg.tif:113,283,1508.724,1016,973,2420,1424,113
114,OP_4_reg.tif:114,283,1506.898,1089,970,2402,1421,114
115,OP_4_reg.tif:115,283,1508.968,1146,982,2408,1417,115
116,OP_4_reg.tif:116,283,1506.159,1130,974,2421,1405,116
117,OP_4_reg.tif:117,283,1499.968,991,954,2397,1418,117
118,OP_4_reg.tif:118,283,1501.191,1890,916,2414,1415,118
119,OP_4_reg.tif:119,283,1510.926,1167,972,2389,1426,119
120,OP_4_reg.tif:120,283,1513.046,1121,988,2401,1427,120
121,OP_4_reg.tif:121,283,1521.668,1274,981,2419,1439,121
122,OP_4_reg.tif:122,283,1521.989,1089,986,2405,1433,122
123,OP_4_reg.tif:123,283,1517.664,1190,947,2443,1443,123
124,OP_4_reg.tif:124,283,1530.721,1147,998,2431,1442,124
125,OP_4_reg.tif:125,283,1538.095,1189,980,2433,1446,125
126,OP_4_reg.tif:126,283,1548.420,1231,1008,2443,1464,126
127,OP_4_reg.tif:127,283,1557.466,1232,986,2463,1477,127
128,OP_4_reg.tif:128,283,1554.279,1127,956,2469,1470,128
129,OP_4_reg.tif:129,283,1565.915,1219,987,2474,1484,129
130,OP_4_reg.tif:130,283,1567.148,1067,972,2501,1461,130
131,OP_4_reg.tif:131,283,1567.933,1818,974,2509,1485,131
132,OP_4_reg.tif:132,283,1569.435,1123,974,2526,1481,132
133,OP_4_reg.tif:133,283,1565.226,1845,962,2512,1483,133
134,OP_4_reg.tif:134,283,1566.459,1062,978,2501,1473,134
135,OP_4_reg.tif:135,283,1571.177,1120,985,2485,1489,135
136,OP_4_reg.tif:136,283,1566.247,1166,975,2510,1480,136
137,OP_4_reg.tif:137,283,1564.088,1087,998,2484,1472,137
138,OP_4_reg.tif:138,283,1560.551,1166,966,2460,1480,138
139,OP_4_reg.tif:139,283,1557.466,1205,989,2456,1465,139
140,OP_4_reg.tif:140,283,1553.834,1863,954,2478,1483,140
141,OP_4_reg.tif:141,283,1553.551,1245,977,2440,1469,141
142,OP_4_reg.tif:142,283,1549.721,1091,973,2448,1470,142
143,OP_4_reg.tif:143,283,1548.597,1067,994,2440,1463,143
144,OP_4_reg.tif:144,283,1545.406,1254,973,2395,1460,144
145,OP_4_reg.tif:145,283,1543.463,1228,960,2429,1450,145
146,OP_4_reg.tif:146,283,1540.890,1123,954,2403,1453,146
147,OP_4_reg.tif:147,283,1537.714,1109,949,2421,1471,147
148,OP_4_reg.tif:148,283,1541.866,1192,1003,2385,1457,148
149,OP_4_reg.tif:149,283,1541.000,1249,998,2426,1469,149
150,OP_4_reg.tif:150,283,1540.905,1191,1011,2415,1457,150
151,OP_4_reg.tif:151,283,1533.187,1191,973,2412,1456,151
152,OP_4_reg.tif:152,283,1529.975,1126,971,2386,1435,152
153,OP_4_reg.tif:153,283,1530.099,1126,992,2392,1447,153
154,OP_4_reg.tif:154,283,1529.922,1073,971,2397,1446,154
155,OP_4_reg.tif:155,283,1527.382,1218,970,2405,1459,155
156,OP_4_reg.tif:156,283,1522.477,1123,981,2384,1443,156
157,OP_4_reg.tif:157,283,1519.869,1131,941,2391,1449,157
158,OP_4_reg.tif:158,283,1514.580,1057,936,2370,1440,158
159,OP_4_reg.tif:159,283,1517.060,1155,992,2361,1439,159
160,OP_4_reg.tif:160,283,1505.947,1422,957,2342,1440,160
161,OP_4_reg.tif:161,283,1510.071,1103,955,2366,1418,161
162,OP_4_reg.tif:162,283,1505.784,1127,948,2351,1434,162
163,OP_4_reg.tif:163,283,1512.710,1038,956,2328,1429,163
164,OP_4_reg.tif:164,283,1505.163,1118,948,2295,1423,164
165,OP_4_reg.tif:165,283,1488.438,1194,999,2179,1443,165
166,OP_4_reg.tif:166,283,1498.555,1229,949,2316,1420,166
167,OP_4_reg.tif:167,283,1508.177,1081,989,2331,1443,167
168,OP_4_reg.tif:168,283,1504.502,1121,953,2341,1438,168
169,OP_4_reg.tif:169,283,1497.587,1205,957,2331,1433,169
170,OP_4_reg.tif:170,283,1499.307,1186,937,2326,1424,170
171,OP_4_reg.tif:171,283,1494.714,1044,957,2336,1414,171
172,OP_4_reg.tif:172,283,1503.428,1173,985,2363,1431,172
173,OP_4_reg.tif:173,283,1500.000,1098,969,2336,1419,173
174,OP_4_reg.tif:174,283,1499.399,1150,975,2331,1431,174
175,OP_4_reg.tif:175,283,1493.477,1022,979,2301,1425,175
176,OP_4_reg.tif:176,283,1493.113,1229,994,2284,1433,176
177,OP_4_reg.tif:177,283,1494.399,1055,962,2321,1429,177
178,OP_4_reg.tif:178,283,1495.739,1118,968,2281,1433,178
179,OP_4_reg.tif:179,283,1498.951,1111,1004,2332,1419,179
180,OP_4_reg.tif:180,283,1490.749,1133,960,2323,1407,180
181,OP_4_reg.tif:181,283,1495.325,1219,928,2318,1418,181
182,OP_4_reg.tif:182,283,1498.866,1163,962,2323,1421,182
183,OP_4_reg.tif:183,283,1495.767,1039,967,2290,1427,183
184,OP_4_reg.tif:184,283,1490.279,1135,952,2287,1426,184
185,OP_4_reg.tif:185,283,1490.813,1154,957,2328,1402,185
186,OP_4_reg.tif:186,283,1493.601,1021,962,2285,1418,186
187,OP_4_reg.tif:187,283,1490.007,1201,975,2321,1428,187
188,OP_4_reg.tif:188,283,1479.643,1238,932,2311,1423,188
189,OP_4_reg.tif:189,283,1479.396,1182,982,2285,1406,189
190,OP_4_reg.tif:190,283,1478.894,990,983,2276,1405,190
191,OP_4_reg.tif:191,283,1470.922,988,962,2254,1397,191
192,OP_4_reg.tif:192,283,1464.636,1059,965,2274,1388,192
193,OP_4_reg.tif:193,283,1464.145,1126,936,2286,1393,193
194,OP_4_reg.tif:194,283,1461.466,1315,950,2277,1385,194
195,OP_4_reg.tif:195,283,1460.106,1597,937,2267,1391,195
196,OP_4_reg.tif:196,283,1462.488,987,942,2293,1365,196
197,OP_4_reg.tif:197,283,1461.064,1117,932,2286,1390,197
198,OP_4_reg.tif:198,283,1464.081,1042,947,2271,1379,198
199,OP_4_reg.tif:199,283,1466.770,1149,945,2271,1389,199
200,OP_4_reg.tif:200,283,1469.099,1167,941,2262,1401,200
201,OP_4_reg.tif:201,283,1473.442,1103,948,2305,1392,201
202,OP_4_reg.tif:202,283,1482.742,1027,923,2295,1408,202
203,OP_4_reg.tif:203,283,1491.357,1137,967,2297,1427,203
204,OP_4_reg.tif:204,283,1504.650,1164,988,2340,1437,204
205,OP_4_reg.tif:205,283,1510.071,1555,1000,2312,1425,205
206,OP_4_reg.tif:206,283,1511.307,1065,968,2335,1455,206
207,OP_4_reg.tif:207,283,1528.488,1041,1008,2364,1452,207
208,OP_4_reg.tif:208,283,1527.597,1229,999,2336,1447,208
209,OP_4_reg.tif:209,283,1526.640,1061,1014,2333,1453,209
210,OP_4_reg.tif:210,283,1523.633,1120,978,2335,1432,210
211,OP_4_reg.tif:211,283,1514.633,1087,980,2299,1448,211
212,OP_4_reg.tif:212,283,1513.958,1131,981,2331,1434,212
213,OP_4_reg.tif:213,283,1500.470,1349,923,2320,1437,213
214,OP_4_reg.tif:214,283,1496.473,1173,955,2286,1425,214
215,OP_4_reg.tif:215,283,1486.519,1132,960,2313,1415,215
216,OP_4_reg.tif:216,283,1485.816,1083,978,2263,1406,216
217,OP_4_reg.tif:217,283,1480.901,1199,959,2273,1406,217
218,OP_4_reg.tif:218,283,1473.131,1125,947,2275,1392,218
219,OP_4_reg.tif:219,283,1471.760,1219,973,2214,1403,219
220,OP_4_reg.tif:220,283,1459.159,1097,934,2241,1388,220
221,OP_4_reg.tif:221,283,1455.926,1257,955,2197,1394,221
222,OP_4_reg.tif:222,283,1453.975,1161,960,2220,1371,222
223,OP_4_reg.tif:223,283,1448.735,1130,959,2208,1370,223
224,OP_4_reg.tif:224,283,1440.965,1988,939,2202,1373,224
225,OP_4_reg.tif:225,283,1440.413,1144,941,2202,1369,225
226,OP_4_reg.tif:226,283,1438.643,1177,931,2188,1370,226
227,OP_4_reg.tif:227,283,1439.011,1061,953,2182,1374,227
228,OP_4_reg.tif:228,283,1439.205,1074,941,2211,1367,228
229,OP_4_reg.tif:229,283,1441.442,1013,962,2209,1350,229
230,OP_4_reg.tif:230,283,1449.587,1088,971,2201,1368,230
231,OP_4_reg.tif:231,283,1457.163,1104,956,2214,1373,231
232,OP_4_reg.tif:232,283,1469.148,1088,981,2219,1408,232
233,OP_4_reg.tif:233,283,1474.731,1191,983,2235,1400,233
234,OP_4_reg.tif:234,283,1480.212,1075,970,2236,1413,234
235,OP_4_reg.tif:235,283,1482.498,1030,976,2237,1406,235
236,OP_4_reg.tif:236,283,1485.265,1187,949,2239,1413,236
237,OP_4_reg.tif:237,283,1491.360,1211,972,2261,1423,237
238,OP_4_reg.tif:238,283,1484.890,1152,967,2196,1427,238
239,OP_4_reg.tif:239,283,1485.866,1880,980,2264,1417,239
240,OP_4_reg.tif:240,283,1491.028,1217,943,2266,1427,240
241,OP_4_reg.tif:241,283,1490.085,1231,960,2261,1425,241
242,OP_4_reg.tif:242,283,1484.912,1006,935,2249,1419,242
243,OP_4_reg.tif:243,283,1486.163,1184,982,2275,1416,243
244,OP_4_reg.tif:244,283,1477.322,1473,957,2247,1414,244
245,OP_4_reg.tif:245,283,1465.866,1099,941,2241,1392,245
246,OP_4_reg.tif:246,283,1462.367,1038,955,2231,1389,246
247,OP_4_reg.tif:247,283,1457.336,1180,951,2229,1381,247
248,OP_4_reg.tif:248,283,1444.594,1121,946,2189,1383,248
249,OP_4_reg.tif:249,283,1431.837,1130,939,2155,1360,249
250,OP_4_reg.tif:250,283,1414.057,1714,926,2104,1352,250
251,OP_4_reg.tif:251,283,1405.403,1036,939,2102,1354,251
252,OP_4_reg.tif:252,283,1394.587,1020,947,2053,1328,252
253,OP_4_reg.tif:253,283,1380.060,987,924,2035,1319,253
254,OP_4_reg.tif:254,283,1369.343,1110,919,2012,1317,254
255,OP_4_reg.tif:255,283,1357.092,997,937,2001,1305,255
256,OP_4_reg.tif:256,283,1346.940,1067,921,1971,1291,256
257,OP_4_reg.tif:257,283,1335.481,1063,918,1938,1276,257
258,OP_4_reg.tif:258,283,1325.074,1006,933,1920,1276,258
259,OP_4_reg.tif:259,283,1317.534,1080,909,1902,1268,259
260,OP_4_reg.tif:260,283,1305.724,1055,906,1849,1247,260
261,OP_4_reg.tif:261,283,1296.032,1067,910,1876,1245,261
262,OP_4_reg.tif:262,283,1282.756,1031,900,1846,1234,262
263,OP_4_reg.tif:263,283,1267.880,933,917,1807,1223,263
264,OP_4_reg.tif:264,283,1253.212,1016,910,1773,1209,264
265,OP_4_reg.tif:265,283,1239.463,1046,895,1749,1189,265
266,OP_4_reg.tif:266,283,1226.145,986,869,1748,1174,266
267,OP_4_reg.tif:267,283,1209.919,964,874,1691,1159,267
268,OP_4_reg.tif:268,283,1193.382,1033,865,1657,1147,268
269,OP_4_reg.tif:269,283,1177.350,936,876,1621,1130,269
270,OP_4_reg.tif:270,283,1164.958,1022,845,1605,1119,270
271,OP_4_reg.tif:271,283,1153.714,970,860,1593,1103,271
272,OP_4_reg.tif:272,283,1144.933,895,856,1554,1095,272
273,OP_4_reg.tif:273,283,1141.484,1082,867,1552,1104,273
274,OP_4_reg.tif:274,283,1139.102,928,854,1544,1091,274
275,OP_4_reg.tif:275,283,1142.145,908,845,1562,1099,275
276,OP_4_reg.tif:276,283,1142.382,912,860,1550,1106,276
277,OP_4_reg.tif:277,283,1136.799,1046,844,1566,1097,277
278,OP_4_reg.tif:278,283,1131.102,953,848,1547,1094,278
279,OP_4_reg.tif:279,283,1127.000,1031,831,1559,1092,279
280,OP_4_reg.tif:280,283,1121.261,875,831,1549,1074,280
281,OP_4_reg.tif:281,283,1116.279,928,831,1563,1075,281
282,OP_4_reg.tif:282,283,1110.958,873,834,1538,1064,282
283,OP_4_reg.tif:283,283,1102.124,912,825,1526,1059,283
284,OP_4_reg.tif:284,283,1095.636,880,824,1503,1049,284
285,OP_4_reg.tif:285,283,1090.159,880,804,1510,1047,285
286,OP_4_reg.tif:286,283,1085.049,851,801,1515,1041,286
287,OP_4_reg.tif:287,283,1077.972,958,794,1489,1035,287
288,OP_4_reg.tif:288,283,1071.862,847,796,1493,1025,288
289,OP_4_reg.tif:289,283,1071.258,904,789,1483,1024,289
290,OP_4_reg.tif:290,283,1067.120,928,805,1470,1029,290
291,OP_4_reg.tif:291,283,1063.643,859,800,1511,1019,291
292,OP_4_reg.tif:292,283,1057.364,900,794,1494,1017,292
293,OP_4_reg.tif:293,283,1050.735,868,781,1481,999,293
294,OP_4_reg.tif:294,283,1049.590,855,791,1448,1008,294
295,OP_4_reg.tif:295,283,1046.650,904,797,1465,995,295
296,OP_4_reg.tif:296,283,1048.067,871,793,1467,997,296
297,OP_4_reg.tif:297,283,1045.004,845,778,1492,1000,297
298,OP_4_reg.tif:298,283,1042.318,840,777,1469,996,298
299,OP_4_reg.tif:299,283,1036.756,862,777,1446,997,299
300,OP_4_reg.tif:300,283,1036.452,876,762,1435,997,300
301,OP_4_reg.tif:301,283,1032.587,835,747,1452,990,301
302,OP_4_reg.tif:302,283,1032.898,847,769,1441,992,302
303,OP_4_reg.tif:303,283,1032.555,857,766,1452,996,303
304,OP_4_reg.tif:304,283,1033.163,874,766,1482,986,304
305,OP_4_reg.tif:305,283,1031.788,845,763,1477,993,305
306,OP_4_reg.tif:306,283,1031.668,833,752,1471,987,306
307,OP_4_reg.tif:307,283,1032.406,850,758,1457,988,307
308,OP_4_reg.tif:308,283,1030.057,877,764,1450,990,308
309,OP_4_reg.tif:309,283,1026.777,1125,771,1445,983,309
310,OP_4_reg.tif:310,283,1023.608,873,754,1446,976,310
311,OP_4_reg.tif:311,283,1023.159,895,770,1432,979,311
312,OP_4_reg.tif:312,283,1028.516,867,750,1460,984,312
313,OP_4_reg.tif:313,283,1027.989,849,768,1439,989,313
314,OP_4_reg.tif:314,283,1023.177,867,751,1453,984,314
315,OP_4_reg.tif:315,283,1028.099,850,763,1433,986,315
316,OP_4_reg.tif:316,283,1028.580,848,761,1419,986,316
317,OP_4_reg.tif:317,283,1028.664,836,774,1377,996,317
318,OP_4_reg.tif:318,283,1030.633,888,776,1444,990,318
319,OP_4_reg.tif:319,283,1029.198,900,776,1422,988,319
320,OP_4_reg.tif:320,283,1025.802,891,760,1446,987,320
321,OP_4_reg.tif:321,283,1025.912,881,773,1412,990,321
322,OP_4_reg.tif:322,283,1021.385,852,768,1436,980,322
323,OP_4_reg.tif:323,283,1019.106,827,775,1409,985,323
324,OP_4_reg.tif:324,283,1019.887,834,757,1425,984,324
325,OP_4_reg.tif:325,283,1018.739,866,761,1420,984,325
326,OP_4_reg.tif:326,283,1019.929,876,759,1419,985,326
327,OP_4_reg.tif:327,283,1018.106,1086,774,1401,987,327
328,OP_4_reg.tif:328,283,1018.491,865,767,1412,986,328
329,OP_4_reg.tif:329,283,1023.915,974,779,1414,987,329
330,OP_4_reg.tif:330,283,1023.318,837,766,1429,984,330
331,OP_4_reg.tif:331,283,1027.859,821,775,1425,984,331
332,OP_4_reg.tif:332,283,1033.572,922,762,1455,993,332
333,OP_4_reg.tif:333,283,1033.996,845,762,1429,1004,333
334,OP_4_reg.tif:334,283,1036.322,840,750,1432,1001,334
335,OP_4_reg.tif:335,283,1041.067,957,755,1424,1008,335
336,OP_4_reg.tif:336,283,1040.915,851,742,1452,1010,336
337,OP_4_reg.tif:337,283,1043.650,896,765,1433,1004,337
338,OP_4_reg.tif:338,283,1039.424,905,733,1430,1005,338
339,OP_4_reg.tif:339,283,1032.940,883,741,1434,1002,339
340,OP_4_reg.tif:340,283,1029.254,894,763,1421,998,340
341,OP_4_reg.tif:341,283,1023.611,894,767,1412,986,341
342,OP_4_reg.tif:342,283,1015.809,1089,740,1415,980,342
343,OP_4_reg.tif:343,283,1012.039,869,762,1376,975,343
344,OP_4_reg.tif:344,283,1009.230,799,774,1371,980,344
345,OP_4_reg.tif:345,283,1005.155,837,730,1406,977,345
346,OP_4_reg.tif:346,283,1002.707,811,739,1390,967,346
347,OP_4_reg.tif:347,283,1001.813,822,750,1386,967,347
348,OP_4_reg.tif:348,283,1004.519,808,756,1382,971,348
349,OP_4_reg.tif:349,283,1008.240,791,760,1388,975,349
350,OP_4_reg.tif:350,283,1012.060,805,757,1405,974,350
351,OP_4_reg.tif:351,283,1015.449,787,754,1439,971,351
352,OP_4_reg.tif:352,283,1019.820,799,748,1412,990,352
353,OP_4_reg.tif:353,283,1022.505,896,744,1427,988,353
354,OP_4_reg.tif:354,283,1024.686,837,759,1420,991,354
355,OP_4_reg.tif:355,283,1024.855,794,751,1437,986,355
356,OP_4_reg.tif:356,283,1021.106,783,749,1411,980,356
357,OP_4_reg.tif:357,283,1017.940,786,770,1412,983,357
358,OP_4_reg.tif:358,283,1016.120,820,773,1406,983,358
359,OP_4_reg.tif:359,283,1011.265,829,768,1391,974,359
360,OP_4_reg.tif:360,283,1007.845,1085,763,1406,971,360
