 ,Label,Area,Mean,Mode,Min,Max,Median,Slice
38,OP_2_reg.tif:38,389,1631.288,1072,998,2776,1488,38
39,OP_2_reg.tif:39,389,1624.414,1207,1000,2743,1501,39
40,OP_2_reg.tif:40,389,1618.833,1179,972,2805,1496,40
41,OP_2_reg.tif:41,389,1616.044,1199,963,2737,1481,41
42,OP_2_reg.tif:42,389,1609.344,1193,950,2733,1489,42
43,OP_2_reg.tif:43,389,1604.568,1336,972,2704,1485,43
44,OP_2_reg.tif:44,389,1597.175,1107,972,2717,1476,44
45,OP_2_reg.tif:45,389,1597.275,1116,979,2730,1463,45
46,OP_2_reg.tif:46,389,1589.427,1097,979,2719,1464,46
47,OP_2_reg.tif:47,389,1585.720,1023,975,2665,1457,47
48,OP_2_reg.tif:48,389,1585.977,1135,995,2677,1451,48
49,OP_2_reg.tif:49,389,1577.311,1045,964,2653,1456,49
50,OP_2_reg.tif:50,389,1574.722,1331,950,2646,1455,50
51,OP_2_reg.tif:51,389,1572.147,1211,984,2618,1437,51
52,OP_2_reg.tif:52,389,1565.630,1045,967,2628,1451,52
53,OP_2_reg.tif:53,389,1563.653,1228,993,2619,1429,53
54,OP_2_reg.tif:54,389,1555.386,1135,984,2620,1426,54
55,OP_2_reg.tif:55,389,1555.596,1091,961,2583,1423,55
56,OP_2_reg.tif:56,389,1551.918,1132,975,2582,1435,56
57,OP_2_reg.tif:57,389,1545.794,1140,956,2582,1429,57
58,OP_2_reg.tif:58,389,1540.884,1045,971,2537,1423,58
59,OP_2_reg.tif:59,389,1540.694,1274,941,2560,1417,59
60,OP_2_reg.tif:60,389,1535.938,1041,967,2580,1417,60
61,OP_2_reg.tif:61,389,1534.530,1240,973,2547,1418,61
62,OP_2_reg.tif:62,389,1528.674,1226,959,2562,1409,62
63,OP_2_reg.tif:63,389,1527.427,1054,946,2535,1405,63
64,OP_2_reg.tif:64,389,1519.879,1065,966,2515,1393,64
65,OP_2_reg.tif:65,389,1519.820,1104,940,2519,1401,65
66,OP_2_reg.tif:66,389,1513.594,1088,953,2506,1389,66
67,OP_2_reg.tif:67,389,1505.746,1113,933,2484,1391,67
68,OP_2_reg.tif:68,389,1496.075,1099,931,2457,1391,68
69,OP_2_reg.tif:69,389,1491.404,1110,952,2487,1391,69
70,OP_2_reg.tif:70,389,1489.162,1088,941,2418,1374,70
71,OP_2_reg.tif:71,389,1483.234,1177,935,2438,1398,71
72,OP_2_reg.tif:72,389,1477.075,1082,942,2428,1377,72
73,OP_2_reg.tif:73,389,1474.612,1090,955,2396,1384,73
74,OP_2_reg.tif:74,389,1469.560,1268,943,2388,1359,74
75,OP_2_reg.tif:75,389,1468.717,1015,923,2389,1370,75
76,OP_2_reg.tif:76,389,1464.707,1008,948,2398,1365,76
77,OP_2_reg.tif:77,389,1459.267,1145,920,2345,1360,77
78,OP_2_reg.tif:78,389,1454.113,1246,932,2340,1344,78
79,OP_2_reg.tif:79,389,1450.692,1165,919,2389,1351,79
80,OP_2_reg.tif:80,389,1446.494,1090,900,2345,1350,80
81,OP_2_reg.tif:81,389,1438.913,1125,929,2322,1342,81
82,OP_2_reg.tif:82,389,1434.841,1047,932,2313,1331,82
83,OP_2_reg.tif:83,389,1426.548,1112,915,2288,1311,83
84,OP_2_reg.tif:84,389,1418.959,1150,919,2292,1308,84
85,OP_2_reg.tif:85,389,1416.404,1009,930,2274,1309,85
86,OP_2_reg.tif:86,389,1415.131,1214,939,2259,1303,86
87,OP_2_reg.tif:87,389,1407.954,1196,908,2261,1302,87
88,OP_2_reg.tif:88,389,1403.003,1064,922,2282,1306,88
89,OP_2_reg.tif:89,389,1393.743,1143,891,2253,1293,89
90,OP_2_reg.tif:90,389,1389.640,1007,881,2206,1293,90
91,OP_2_reg.tif:91,389,1382.357,1052,870,2225,1291,91
92,OP_2_reg.tif:92,389,1375.059,1077,881,2208,1285,92
93,OP_2_reg.tif:93,389,1368.303,1037,912,2208,1284,93
94,OP_2_reg.tif:94,389,1364.825,962,886,2157,1274,94
95,OP_2_reg.tif:95,389,1357.470,1154,898,2192,1261,95
96,OP_2_reg.tif:96,389,1358.391,986,914,2174,1269,96
97,OP_2_reg.tif:97,389,1354.992,981,895,2184,1273,97
98,OP_2_reg.tif:98,389,1352.121,974,898,2167,1262,98
99,OP_2_reg.tif:99,389,1351.612,1093,888,2144,1259,99
100,OP_2_reg.tif:100,389,1350.571,995,883,2129,1266,100
101,OP_2_reg.tif:101,389,1346.545,1017,894,2151,1259,101
102,OP_2_reg.tif:102,389,1344.129,1078,890,2128,1255,102
103,OP_2_reg.tif:103,389,1342.332,1037,886,2113,1253,103
104,OP_2_reg.tif:104,389,1337.941,953,882,2116,1248,104
105,OP_2_reg.tif:105,389,1328.321,916,891,2100,1248,105
106,OP_2_reg.tif:106,389,1326.301,988,896,2114,1239,106
107,OP_2_reg.tif:107,389,1318.951,1015,867,2061,1225,107
108,OP_2_reg.tif:108,389,1315.452,983,884,2092,1238,108
109,OP_2_reg.tif:109,389,1310.026,988,881,2033,1219,109
110,OP_2_reg.tif:110,389,1304.558,1076,886,2039,1222,110
111,OP_2_reg.tif:111,389,1296.892,959,877,2034,1204,111
112,OP_2_reg.tif:112,389,1292.478,1084,889,2036,1207,112
113,OP_2_reg.tif:113,389,1284.715,1003,872,2011,1198,113
114,OP_2_reg.tif:114,389,1278.442,965,879,2002,1199,114
115,OP_2_reg.tif:115,389,1270.902,945,852,1997,1185,115
116,OP_2_reg.tif:116,389,1263.481,967,868,1961,1178,116
117,OP_2_reg.tif:117,389,1258.674,936,831,1922,1177,117
118,OP_2_reg.tif:118,389,1249.506,992,835,1905,1175,118
119,OP_2_reg.tif:119,389,1243.743,929,835,1905,1175,119
120,OP_2_reg.tif:120,389,1236.414,962,850,1871,1166,120
121,OP_2_reg.tif:121,389,1239.630,922,857,1892,1168,121
122,OP_2_reg.tif:122,389,1252.494,938,868,1908,1179,122
123,OP_2_reg.tif:123,389,1289.131,981,866,2006,1210,123
124,OP_2_reg.tif:124,389,1340.198,1621,898,2112,1251,124
125,OP_2_reg.tif:125,389,1391.812,942,905,2197,1287,125
126,OP_2_reg.tif:126,389,1415.596,1036,933,2287,1316,126
127,OP_2_reg.tif:127,389,1421.069,1208,914,2308,1323,127
128,OP_2_reg.tif:128,389,1423.499,1103,937,2288,1320,128
129,OP_2_reg.tif:129,389,1418.725,1010,943,2292,1320,129
130,OP_2_reg.tif:130,389,1411.170,1088,928,2266,1305,130
131,OP_2_reg.tif:131,389,1403.817,998,926,2248,1302,131
132,OP_2_reg.tif:132,389,1401.388,941,910,2245,1309,132
133,OP_2_reg.tif:133,389,1410.221,1091,913,2234,1302,133
134,OP_2_reg.tif:134,389,1405.740,949,906,2239,1301,134
135,OP_2_reg.tif:135,389,1401.985,1045,898,2245,1309,135
136,OP_2_reg.tif:136,389,1398.201,1080,917,2270,1283,136
137,OP_2_reg.tif:137,389,1386.656,1102,922,2219,1283,137
138,OP_2_reg.tif:138,389,1378.149,949,901,2206,1287,138
139,OP_2_reg.tif:139,389,1371.090,959,887,2198,1286,139
140,OP_2_reg.tif:140,389,1374.437,1021,875,2204,1282,140
141,OP_2_reg.tif:141,389,1371.630,1013,887,2239,1260,141
142,OP_2_reg.tif:142,389,1368.758,1553,887,2219,1269,142
143,OP_2_reg.tif:143,389,1364.743,1038,891,2193,1259,143
144,OP_2_reg.tif:144,389,1361.211,918,895,2156,1268,144
145,OP_2_reg.tif:145,389,1366.167,1148,876,2166,1266,145
146,OP_2_reg.tif:146,389,1363.105,1164,910,2148,1270,146
147,OP_2_reg.tif:147,389,1360.203,1051,886,2127,1259,147
148,OP_2_reg.tif:148,389,1359.905,1075,893,2123,1277,148
149,OP_2_reg.tif:149,389,1355.370,977,894,2120,1270,149
150,OP_2_reg.tif:150,389,1349.710,1032,861,2104,1270,150
151,OP_2_reg.tif:151,389,1345.828,1003,894,2106,1266,151
152,OP_2_reg.tif:152,389,1347.283,1081,918,2110,1262,152
153,OP_2_reg.tif:153,389,1342.100,942,916,2065,1260,153
154,OP_2_reg.tif:154,389,1340.434,913,901,2079,1254,154
155,OP_2_reg.tif:155,389,1340.591,1088,899,2073,1249,155
156,OP_2_reg.tif:156,389,1341.625,971,905,2103,1257,156
157,OP_2_reg.tif:157,389,1339.183,1073,914,2094,1245,157
158,OP_2_reg.tif:158,389,1335.344,991,870,2099,1253,158
159,OP_2_reg.tif:159,389,1333.807,944,885,2114,1249,159
160,OP_2_reg.tif:160,389,1332.013,973,882,2106,1246,160
161,OP_2_reg.tif:161,389,1335.548,991,892,2076,1254,161
162,OP_2_reg.tif:162,389,1339.013,1089,900,2094,1248,162
163,OP_2_reg.tif:163,389,1332.961,999,896,2054,1240,163
164,OP_2_reg.tif:164,389,1330.224,972,886,2075,1249,164
165,OP_2_reg.tif:165,389,1329.229,1145,897,2067,1245,165
166,OP_2_reg.tif:166,389,1328.452,1054,885,2073,1232,166
167,OP_2_reg.tif:167,389,1324.380,1907,900,2073,1236,167
168,OP_2_reg.tif:168,389,1320.707,998,883,2046,1227,168
169,OP_2_reg.tif:169,389,1318.805,1115,872,2089,1233,169
170,OP_2_reg.tif:170,389,1315.810,1071,836,2039,1231,170
171,OP_2_reg.tif:171,389,1317.797,1027,891,2047,1230,171
172,OP_2_reg.tif:172,389,1317.267,1115,866,2076,1230,172
173,OP_2_reg.tif:173,389,1313.640,937,860,2033,1233,173
174,OP_2_reg.tif:174,389,1315.856,1066,853,2042,1240,174
175,OP_2_reg.tif:175,389,1310.424,1012,866,2046,1234,175
176,OP_2_reg.tif:176,389,1311.851,1129,886,2032,1237,176
177,OP_2_reg.tif:177,389,1310.308,948,885,2046,1233,177
178,OP_2_reg.tif:178,389,1309.717,988,893,2022,1228,178
179,OP_2_reg.tif:179,389,1308.054,1057,888,1995,1224,179
180,OP_2_reg.tif:180,389,1304.558,966,883,1978,1224,180
181,OP_2_reg.tif:181,389,1300.553,983,886,1995,1221,181
182,OP_2_reg.tif:182,389,1304.558,987,890,1993,1222,182
183,OP_2_reg.tif:183,389,1302.360,1016,874,1972,1223,183
184,OP_2_reg.tif:184,389,1296.799,1019,875,1983,1218,184
185,OP_2_reg.tif:185,389,1291.612,979,877,2002,1215,185
186,OP_2_reg.tif:186,389,1284.452,1056,864,1972,1206,186
187,OP_2_reg.tif:187,389,1286.190,970,878,1976,1219,187
188,OP_2_reg.tif:188,389,1290.129,916,883,1976,1211,188
189,OP_2_reg.tif:189,389,1291.216,1023,868,1967,1210,189
190,OP_2_reg.tif:190,389,1289.607,1051,848,1983,1208,190
191,OP_2_reg.tif:191,389,1288.414,994,868,1986,1204,191
192,OP_2_reg.tif:192,389,1287.915,941,846,1971,1207,192
193,OP_2_reg.tif:193,389,1289.278,1065,845,1976,1213,193
194,OP_2_reg.tif:194,389,1285.910,1048,859,1993,1204,194
195,OP_2_reg.tif:195,389,1283.324,1022,852,1977,1202,195
196,OP_2_reg.tif:196,389,1283.717,912,863,1984,1204,196
197,OP_2_reg.tif:197,389,1280.686,1078,838,1952,1202,197
198,OP_2_reg.tif:198,389,1276.617,1049,844,1940,1199,198
199,OP_2_reg.tif:199,389,1271.265,947,847,1961,1199,199
200,OP_2_reg.tif:200,389,1269.301,1042,858,1934,1192,200
201,OP_2_reg.tif:201,389,1271.925,918,856,1932,1192,201
202,OP_2_reg.tif:202,389,1271.509,1271,841,1935,1188,202
203,OP_2_reg.tif:203,389,1270.177,983,868,1949,1190,203
204,OP_2_reg.tif:204,389,1266.553,922,865,1930,1188,204
205,OP_2_reg.tif:205,389,1262.833,969,862,1955,1182,205
206,OP_2_reg.tif:206,389,1260.057,1004,849,1938,1183,206
207,OP_2_reg.tif:207,389,1259.069,989,841,1906,1175,207
208,OP_2_reg.tif:208,389,1257.514,955,862,1922,1180,208
209,OP_2_reg.tif:209,389,1256.486,987,849,1925,1174,209
210,OP_2_reg.tif:210,389,1255.010,958,842,1903,1175,210
211,OP_2_reg.tif:211,389,1253.959,1036,850,1888,1171,211
212,OP_2_reg.tif:212,389,1251.442,996,843,1892,1176,212
213,OP_2_reg.tif:213,389,1249.568,1263,833,1901,1169,213
214,OP_2_reg.tif:214,389,1246.658,1049,827,1928,1169,214
215,OP_2_reg.tif:215,389,1247.057,893,833,1917,1170,215
216,OP_2_reg.tif:216,389,1243.920,891,851,1898,1156,216
217,OP_2_reg.tif:217,389,1240.799,1045,837,1889,1165,217
218,OP_2_reg.tif:218,389,1237.761,1071,841,1911,1164,218
219,OP_2_reg.tif:219,389,1233.799,951,835,1875,1157,219
220,OP_2_reg.tif:220,389,1234.005,1030,844,1876,1160,220
221,OP_2_reg.tif:221,389,1240.262,993,825,1884,1164,221
222,OP_2_reg.tif:222,389,1240.632,1015,846,1891,1162,222
223,OP_2_reg.tif:223,389,1242.956,1000,836,1912,1169,223
224,OP_2_reg.tif:224,389,1242.787,1045,834,1932,1165,224
225,OP_2_reg.tif:225,389,1240.985,929,846,1914,1166,225
226,OP_2_reg.tif:226,389,1242.350,950,848,1899,1170,226
227,OP_2_reg.tif:227,389,1245.044,1241,848,1912,1163,227
228,OP_2_reg.tif:228,389,1245.915,992,850,1916,1167,228
229,OP_2_reg.tif:229,389,1246.219,1107,857,1932,1168,229
230,OP_2_reg.tif:230,389,1243.481,918,840,1925,1162,230
231,OP_2_reg.tif:231,389,1241.383,1043,846,1912,1166,231
232,OP_2_reg.tif:232,389,1239.725,910,825,1899,1162,232
233,OP_2_reg.tif:233,389,1238.802,1026,843,1911,1167,233
234,OP_2_reg.tif:234,389,1243.848,946,796,1928,1167,234
235,OP_2_reg.tif:235,389,1247.087,937,853,1912,1169,235
236,OP_2_reg.tif:236,389,1244.794,933,854,1917,1173,236
237,OP_2_reg.tif:237,389,1243.342,957,865,1919,1165,237
238,OP_2_reg.tif:238,389,1244.185,1212,813,1921,1171,238
239,OP_2_reg.tif:239,389,1256.674,947,836,2018,1175,239
240,OP_2_reg.tif:240,389,1265.293,964,857,1969,1181,240
241,OP_2_reg.tif:241,389,1270.108,1005,865,1997,1189,241
242,OP_2_reg.tif:242,389,1276.725,1055,861,2002,1192,242
243,OP_2_reg.tif:243,389,1277.131,909,866,1988,1191,243
244,OP_2_reg.tif:244,389,1268.856,854,835,2004,1189,244
245,OP_2_reg.tif:245,389,1265.362,951,822,1990,1180,245
246,OP_2_reg.tif:246,389,1265.152,933,849,1997,1179,246
247,OP_2_reg.tif:247,389,1257.776,920,856,1990,1165,247
248,OP_2_reg.tif:248,389,1254.123,906,817,2006,1174,248
249,OP_2_reg.tif:249,389,1249.735,1008,835,2009,1165,249
250,OP_2_reg.tif:250,389,1244.990,868,816,2027,1166,250
251,OP_2_reg.tif:251,389,1242.689,906,813,1957,1161,251
252,OP_2_reg.tif:252,389,1239.774,911,835,1953,1153,252
253,OP_2_reg.tif:253,389,1235.265,955,835,1980,1153,253
254,OP_2_reg.tif:254,389,1229.902,973,848,1918,1144,254
255,OP_2_reg.tif:255,389,1223.483,1100,841,1908,1134,255
256,OP_2_reg.tif:256,389,1214.211,937,837,1871,1135,256
257,OP_2_reg.tif:257,389,1200.303,890,832,1840,1125,257
258,OP_2_reg.tif:258,389,1185.650,907,839,1785,1111,258
259,OP_2_reg.tif:259,389,1166.442,985,820,1785,1098,259
260,OP_2_reg.tif:260,389,1148.141,930,822,1704,1083,260
261,OP_2_reg.tif:261,389,1128.612,927,810,1652,1069,261
262,OP_2_reg.tif:262,389,1107.216,912,804,1596,1055,262
263,OP_2_reg.tif:263,389,1090.201,892,813,1552,1038,263
264,OP_2_reg.tif:264,389,1070.663,917,805,1498,1017,264
265,OP_2_reg.tif:265,389,1050.866,900,803,1457,1004,265
266,OP_2_reg.tif:266,389,1034.010,880,781,1419,985,266
267,OP_2_reg.tif:267,389,1015.344,868,773,1389,971,267
268,OP_2_reg.tif:268,389,998.039,832,777,1355,950,268
269,OP_2_reg.tif:269,389,983.244,875,756,1303,939,269
270,OP_2_reg.tif:270,389,973.206,907,760,1317,929,270
271,OP_2_reg.tif:271,389,962.134,835,752,1268,925,271
272,OP_2_reg.tif:272,389,953.434,869,747,1276,917,272
273,OP_2_reg.tif:273,389,945.887,845,736,1243,916,273
274,OP_2_reg.tif:274,389,940.183,845,732,1238,913,274
275,OP_2_reg.tif:275,389,939.242,827,747,1230,905,275
276,OP_2_reg.tif:276,389,934.483,820,756,1218,901,276
277,OP_2_reg.tif:277,389,925.627,831,731,1233,899,277
278,OP_2_reg.tif:278,389,920.581,862,731,1190,889,278
279,OP_2_reg.tif:279,389,918.239,828,713,1181,891,279
280,OP_2_reg.tif:280,389,913.229,833,718,1190,885,280
281,OP_2_reg.tif:281,389,907.383,797,705,1176,881,281
282,OP_2_reg.tif:282,389,903.496,753,704,1161,872,282
283,OP_2_reg.tif:283,389,897.278,868,713,1156,872,283
284,OP_2_reg.tif:284,389,894.740,819,720,1153,864,284
285,OP_2_reg.tif:285,389,891.776,791,703,1162,861,285
286,OP_2_reg.tif:286,389,888.972,808,705,1144,859,286
287,OP_2_reg.tif:287,389,882.802,741,695,1130,854,287
288,OP_2_reg.tif:288,389,880.010,839,702,1121,852,288
289,OP_2_reg.tif:289,389,875.779,770,700,1133,847,289
290,OP_2_reg.tif:290,389,875.406,768,701,1120,851,290
291,OP_2_reg.tif:291,389,874.604,761,689,1114,848,291
292,OP_2_reg.tif:292,389,874.427,740,700,1134,850,292
293,OP_2_reg.tif:293,389,874.429,834,706,1129,849,293
294,OP_2_reg.tif:294,389,872.884,807,700,1125,848,294
295,OP_2_reg.tif:295,389,871.524,810,706,1126,846,295
296,OP_2_reg.tif:296,389,868.887,778,686,1114,844,296
297,OP_2_reg.tif:297,389,867.866,778,698,1119,838,297
298,OP_2_reg.tif:298,389,864.386,779,705,1131,841,298
299,OP_2_reg.tif:299,389,863.728,895,695,1114,840,299
300,OP_2_reg.tif:300,389,862.447,777,702,1114,839,300
301,OP_2_reg.tif:301,389,862.614,761,685,1099,842,301
302,OP_2_reg.tif:302,389,860.702,781,700,1111,836,302
303,OP_2_reg.tif:303,389,862.183,773,705,1106,838,303
304,OP_2_reg.tif:304,389,857.879,768,692,1093,836,304
305,OP_2_reg.tif:305,389,854.995,753,697,1093,830,305
306,OP_2_reg.tif:306,389,854.077,813,696,1087,827,306
307,OP_2_reg.tif:307,389,848.918,731,675,1087,823,307
308,OP_2_reg.tif:308,389,847.964,892,682,1106,825,308
309,OP_2_reg.tif:309,389,847.311,778,674,1084,822,309
310,OP_2_reg.tif:310,389,845.959,750,688,1080,820,310
311,OP_2_reg.tif:311,389,842.671,757,674,1083,817,311
312,OP_2_reg.tif:312,389,842.368,775,668,1100,819,312
313,OP_2_reg.tif:313,389,843.951,727,670,1098,819,313
314,OP_2_reg.tif:314,389,842.787,802,679,1069,816,314
315,OP_2_reg.tif:315,389,842.635,844,670,1081,815,315
316,OP_2_reg.tif:316,389,842.537,765,674,1095,816,316
317,OP_2_reg.tif:317,389,842.401,767,682,1078,815,317
318,OP_2_reg.tif:318,389,842.766,757,674,1080,817,318
319,OP_2_reg.tif:319,389,841.979,775,673,1084,819,319
320,OP_2_reg.tif:320,389,841.604,747,679,1084,817,320
321,OP_2_reg.tif:321,389,842.496,774,663,1089,814,321
322,OP_2_reg.tif:322,389,842.314,772,670,1086,815,322
323,OP_2_reg.tif:323,389,839.553,728,671,1086,814,323
324,OP_2_reg.tif:324,389,840.692,730,673,1080,816,324
325,OP_2_reg.tif:325,389,840.938,734,662,1085,815,325
326,OP_2_reg.tif:326,389,836.704,740,655,1093,812,326
327,OP_2_reg.tif:327,389,836.784,722,667,1105,810,327
328,OP_2_reg.tif:328,389,836.041,703,670,1094,812,328
329,OP_2_reg.tif:329,389,835.177,708,662,1091,811,329
330,OP_2_reg.tif:330,389,835.964,741,673,1076,809,330
331,OP_2_reg.tif:331,389,834.311,705,657,1086,809,331
332,OP_2_reg.tif:332,389,832.753,703,672,1090,810,332
333,OP_2_reg.tif:333,389,831.080,726,657,1084,808,333
334,OP_2_reg.tif:334,389,830.033,792,659,1061,807,334
335,OP_2_reg.tif:335,389,827.499,707,667,1073,803,335
336,OP_2_reg.tif:336,389,827.743,765,647,1077,803,336
337,OP_2_reg.tif:337,389,827.812,773,651,1082,803,337
338,OP_2_reg.tif:338,389,826.548,718,657,1073,800,338
339,OP_2_reg.tif:339,389,825.252,761,645,1059,800,339
340,OP_2_reg.tif:340,389,824.805,720,652,1068,801,340
341,OP_2_reg.tif:341,389,823.293,782,659,1066,800,341
342,OP_2_reg.tif:342,389,822.977,712,655,1060,800,342
343,OP_2_reg.tif:343,389,822.805,721,633,1065,800,343
344,OP_2_reg.tif:344,389,819.941,774,659,1051,797,344
345,OP_2_reg.tif:345,389,820.550,712,658,1048,794,345
346,OP_2_reg.tif:346,389,821.833,776,650,1076,798,346
347,OP_2_reg.tif:347,389,818.334,728,632,1055,793,347
348,OP_2_reg.tif:348,389,816.339,683,646,1065,791,348
349,OP_2_reg.tif:349,389,817.046,694,653,1074,791,349
350,OP_2_reg.tif:350,389,815.748,722,657,1062,788,350
351,OP_2_reg.tif:351,389,815.766,693,655,1058,791,351
352,OP_2_reg.tif:352,389,816.290,772,651,1045,793,352
353,OP_2_reg.tif:353,389,816.170,712,654,1057,790,353
354,OP_2_reg.tif:354,389,817.100,777,641,1062,790,354
355,OP_2_reg.tif:355,389,815.730,730,640,1064,790,355
356,OP_2_reg.tif:356,389,816.003,777,647,1054,790,356
357,OP_2_reg.tif:357,389,815.617,706,653,1063,789,357
358,OP_2_reg.tif:358,389,816.165,720,654,1070,790,358
359,OP_2_reg.tif:359,389,815.987,758,650,1083,787,359
360,OP_2_reg.tif:360,389,815.653,756,647,1065,790,360
