animal,Slice,MeanGCaMP,MeanBackground,Fluor,Fnaut,signal,time
OP_5_reg.tif,1,1492.04,322.467,1492.04,1459.0077000000001,0.022640250630616855,0.25
OP_5_reg.tif,2,1491.64,322.117,1491.64,1459.0077000000001,0.02236609169369016,0.5
OP_5_reg.tif,3,1485.929,321.833,1485.929,1459.0077000000001,0.018451787471717915,0.75
OP_5_reg.tif,4,1482.534,322.533,1482.534,1459.0077000000001,0.016124863494551805,1
OP_5_reg.tif,5,1490.063,321.3,1490.063,1459.0077000000001,0.021285220084856293,1.25
OP_5_reg.tif,6,1488.589,322.042,1488.589,1459.0077000000001,0.020274944402280965,1.5
OP_5_reg.tif,7,1486.308,322.208,1486.308,1459.0077000000001,0.018711553064455985,1.75
OP_5_reg.tif,8,1482.142,321.8,1482.142,1459.0077000000001,0.015856187736363516,2
OP_5_reg.tif,9,1472.818,322.017,1472.818,1459.0077000000001,0.009465542916600008,2.25
OP_5_reg.tif,10,1463.775,321.025,1463.775,1459.0077000000001,0.0032674947500276916,2.5
OP_5_reg.tif,11,1457.976,320.933,1457.976,1459.0077000000001,-7.071244380684219e-4,2.75
OP_5_reg.tif,12,1449.51,321,1449.51,1459.0077000000001,-0.006509698338124001,3
OP_5_reg.tif,13,1448.672,320.242,1448.672,1459.0077000000001,-0.007084061310985602,3.25
OP_5_reg.tif,14,1443.462,320.242,1443.462,1459.0077000000001,-0.010654981464457057,3.5
OP_5_reg.tif,15,1432.601,320.283,1432.601,1459.0077000000001,-0.01809908199936162,3.75
OP_5_reg.tif,16,1428.02,320.283,1428.02,1459.0077000000001,-0.021238887224515765,4
OP_5_reg.tif,17,1426.439,319.792,1426.439,1459.0077000000001,-0.022322500422718834,4.25
OP_5_reg.tif,18,1428.336,320.283,1428.336,1459.0077000000001,-0.02102230166434358,4.5
OP_5_reg.tif,19,1417.561,321.558,1417.561,1459.0077000000001,-0.02840745802780903,4.75
OP_5_reg.tif,20,1411.739,321.792,1411.739,1459.0077000000001,-0.03239784135477837,5
OP_5_reg.tif,21,1405.826,320.025,1405.826,1459.0077000000001,-0.036450595839898646,5.25
OP_5_reg.tif,22,1395.32,321.217,1395.32,1459.0077000000001,-0.04365138031828082,5.5
OP_5_reg.tif,23,1390.498,320.767,1390.498,1459.0077000000001,-0.04695636630293319,5.75
OP_5_reg.tif,24,1390.162,321.017,1390.162,1459.0077000000001,-0.0471866598099517,6
OP_5_reg.tif,25,1393.051,320.083,1393.051,1459.0077000000001,-0.045206546887998036,6.25
OP_5_reg.tif,26,1384.988,319.7,1384.988,1459.0077000000001,-0.05073290565909971,6.5
OP_5_reg.tif,27,1379.549,319.942,1379.549,1459.0077000000001,-0.05446078180396178,6.75
OP_5_reg.tif,28,1363.818,320.45,1363.818,1459.0077000000001,-0.06524276739595009,7
OP_5_reg.tif,29,1349.751,319.575,1349.751,1459.0077000000001,-0.07488425181032296,7.25
OP_5_reg.tif,30,1337.063,319.575,1337.063,1459.0077000000001,-0.08358057328964062,7.5
OP_5_reg.tif,31,1339.7,321.225,1339.7,1459.0077000000001,-0.0817731804979508,7.75
OP_5_reg.tif,32,1334.945,320.967,1334.945,1459.0077000000001,-0.08503224486066809,8
OP_5_reg.tif,33,1322.202,320.775,1322.202,1459.0077000000001,-0.09376626319381323,8.25
OP_5_reg.tif,34,1318.273,320.817,1318.273,1459.0077000000001,-0.09645918935177668,8.5
OP_5_reg.tif,35,1303.095,320.667,1303.095,1459.0077000000001,-0.10686215021346362,8.75
OP_5_reg.tif,36,1302.696,321.142,1302.696,1459.0077000000001,-0.10713562375304818,9
OP_5_reg.tif,37,1298.213,321.133,1298.213,1459.0077000000001,-0.11020826003865514,9.25
OP_5_reg.tif,38,1295.972,321.192,1295.972,1459.0077000000001,-0.11174423548278746,9.5
OP_5_reg.tif,39,1284.747,320.542,1284.747,1459.0077000000001,-0.11943782065029543,9.75
OP_5_reg.tif,40,1288.209,321.475,1288.209,1459.0077000000001,-0.11706497505119406,10
OP_5_reg.tif,41,1275.945,319.992,1275.945,1459.0077000000001,-0.12547068805736952,10.25
OP_5_reg.tif,42,1266.593,320.425,1266.593,1459.0077000000001,-0.13188052400271774,10.5
OP_5_reg.tif,43,1261.783,320.7,1261.783,1459.0077000000001,-0.1351772852192625,10.75
OP_5_reg.tif,44,1269.755,319.042,1269.755,1459.0077000000001,-0.12971329760631145,11
OP_5_reg.tif,45,1260.123,317.2,1260.123,1459.0077000000001,-0.13631504480750858,11.25
OP_5_reg.tif,46,1251.411,318.817,1251.411,1459.0077000000001,-0.14228622645377406,11.5
OP_5_reg.tif,47,1242.328,318.325,1242.328,1459.0077000000001,-0.14851169051403917,11.75
OP_5_reg.tif,48,1229.494,318.108,1229.494,1459.0077000000001,-0.15730808000533525,12
OP_5_reg.tif,49,1222.996,318.117,1222.996,1459.0077000000001,-0.16176179193571083,12.25
OP_5_reg.tif,50,1217.126,318.283,1217.126,1459.0077000000001,-0.16578507433511155,12.5
OP_5_reg.tif,51,1205.316,316.75,1205.316,1459.0077000000001,-0.17387961694787496,12.75
OP_5_reg.tif,52,1198.617,317.55,1198.617,1459.0077000000001,-0.1784710937440564,13
OP_5_reg.tif,53,1192.996,317.617,1192.996,1459.0077000000001,-0.18232371220522003,13.25
OP_5_reg.tif,54,1194.98,317.225,1194.98,1459.0077000000001,-0.1809638838780632,13.5
OP_5_reg.tif,55,1199.123,317.258,1199.123,1459.0077000000001,-0.17812428268884398,13.75
OP_5_reg.tif,56,1197.099,317.192,1197.099,1459.0077000000001,-0.1795115269096936,14
OP_5_reg.tif,57,1201.668,316.575,1201.668,1459.0077000000001,-0.17637994645264737,14.25
OP_5_reg.tif,58,1201.708,316.642,1201.708,1459.0077000000001,-0.17635253055895456,14.5
OP_5_reg.tif,59,1202.269,316.358,1202.269,1459.0077000000001,-0.1759680226499148,14.75
OP_5_reg.tif,60,1204.506,317.15,1204.506,1459.0077000000001,-0.17443478879515167,15
OP_5_reg.tif,61,1208.138,316.967,1208.138,1459.0077000000001,-0.17194542564785653,15.25
