animal,animal_num,time,signal,fitted,correction,delF,genotype,cue,food,neuron,mean_pulse_delF
OP50_ASH_Glycerol_1_reg.mat,1,0.25,0.1509474811086616,0.1123301600700235,nls,0.041570642361453726,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,0.5,0.13406807103203308,0.10738735514952602,nls,0.029634037205322688,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,0.75,0.13594334716934875,0.10248547053048451,nls,0.03641119796167986,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,1,0.12261959923760736,0.09762416744349578,nls,0.027948753116927207,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,1.25,0.12038630271379874,0.09280310992374818,nls,0.030536514112866186,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,1.5,0.10283367957170843,0.08802196478780233,nls,0.017765036106721723,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,1.75,0.09875397952239809,0.08328040161056482,nls,0.01842689923464889,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,2,0.08655818829218807,0.07857809270245275,nls,0.01093341691255095,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,2.25,0.07715389741418967,0.07391471308674713,nls,0.006192505650258164,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,2.5,0.07130093778930614,0.06928994047713366,nls,0.0049643186349881095,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,2.75,0.06075473511406625,0.06470345525542909,nls,-9.953988185472146e-4,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,3,0.04581075244936582,0.06015494044949321,nls,-0.011390866677311765,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,3.25,0.03791264948766142,0.05564408171132229,nls,-0.014778110900845246,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,3.5,0.014927644432777378,0.05117056729532443,nls,-0.03328960153973143,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,3.75,0.001401307008141457,0.04673408803677548,nls,-0.0423794597058184,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,4,-0.002988773618168805,0.04233433733045178,nls,-0.04236978962580496,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,4.25,-0.004876080010406795,0.037971011109441455,nls,-0.03989376979703262,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,4.5,-0.006316342129725911,0.03364380782412957,nls,-0.03700682863103986,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,4.75,-0.00841201253722135,0.029352428421358767,nls,-0.03481111963576449,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,5,-0.012106744429012337,0.025096576323761277,nls,-0.03424999942995799,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,5.25,-0.004638843383335593,0.020875957409262402,nls,-0.022561479469782368,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,5.5,-0.013550375019709472,0.01669027999075401,nls,-0.027287333687647856,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,5.75,-0.023419996158109333,0.012539254795935817,nls,-0.03300592963122952,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,6,-0.021443665879444948,0.008422594947323725,nls,-0.026912939503953046,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,6.25,-0.02185076970602155,0.004340015942424058,nls,-0.02323746432562998,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,6.5,-0.013760663875754489,2.912356340710742e-4,nls,-0.011098578187009937,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,6.75,-0.01911653336724101,-0.003724025789071883,nls,-0.0124391862553535,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,7,-0.026763444606164106,-0.007706045821850083,nls,-0.016104077461498396,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,7.25,-0.019078517761686082,-0.011655099661795454,nls,-0.004470096777075001,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,7.5,-0.033785263799315304,-0.015571460228145317,nls,-0.01526048224835436,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,7.75,-0.027858679014306376,-0.01945539818070341,nls,-0.00544995951078734,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,8,-0.020378266503510437,-0.02330718193854614,nls,0.005882236757851329,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,8.25,-0.02573028631342182,-0.0271270776985722,nls,0.004350112707966005,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,8.5,-0.02295755315888946,-0.03091534945389962,nls,0.010911117617825788,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,8.75,-0.028467409913383715,-0.034672259012110684,nls,0.009158170421542596,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,9,-0.03864259952681459,-0.03839806601334517,nls,0.0027087878093462014,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,9.25,-0.03068242044971021,-0.0420930279482441,nls,0.014363928821349518,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,9.5,-0.030184367895919637,-0.04575740017574492,nls,0.018526353602640912,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,9.75,-0.027104622635765588,-0.04939143594072959,nls,0.025240134627779628,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,10,-0.028605036029696895,-0.05299538639152601,nls,0.027343671684644744,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,10.25,-0.02847799653771557,-0.05656950059726518,nls,0.031044825382365235,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,10.5,-0.03595600299752705,-0.060114025565094265,nls,0.027111343890382843,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,10.75,-0.02769747359834526,-0.063629206257247,nls,0.038885053981717356,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,11,-0.037515124035479866,-0.06711528560797358,nls,0.03255348289530934,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,11.25,-0.039666614825815696,-0.07057250454032937,nls,0.0338592110373293,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,11.5,-0.04559801171279355,-0.07400110198282556,nls,0.03135641159284763,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,11.75,-0.050735892985085004,-0.07740131488594088,nls,0.029618743223671497,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,12,-0.04754643180003797,-0.08077337823849795,nls,0.03618026776127561,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,12.25,-0.05480452519986659,-0.08411752508390291,nls,0.032266321206851946,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,12.5,-0.07388306587632394,-0.08743398653625117,nls,0.01650424198274286,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,12.75,-0.08046602136990322,-0.09072299179629983,nls,0.013210291749212243,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,13,-0.09525312951041455,-0.09398476816730778,nls,0.0016849599797088516,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,13.25,-0.0930232014579844,-0.0972195410707441,nls,0.007149660935575324,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,13.5,-0.09701339641067144,-0.10042753406186777,nls,0.006367458974011957,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,13.75,-0.09805666011754868,-0.10360896884517701,nls,0.008505630050443951,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,14,-0.10132407735449314,-0.10676406528973148,nls,0.008393309258053965,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,14.25,-0.10725210577009275,-0.10989304144434736,nls,0.005594256997070234,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,14.5,-0.1045679152917899,-0.11299611355266681,nls,0.011381519583692542,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,14.75,-0.11140446855913493,-0.11607349606810252,nls,0.007622348831783223,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,15,-0.11888969317190001,-0.11912540166865854,nls,0.0031890298195741506,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,15.25,-0.12346119004244108,-0.12215204127162865,nls,0.0016441725520032024,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,15.5,-0.128748727685968,-0.12515362404817248,nls,-6.417823149799007e-4,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,15.75,-0.12150458938184949,-0.12813035743777185,nls,0.009579089378737981,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,16,-0.1271265681122212,-0.13108244716256645,nls,0.006909200373160878,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,16.25,-0.13623154624774841,-0.13401009724157165,nls,7.318723166388585e-4,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,16.5,-0.1240160253994656,-0.13691351000477808,nls,0.015850805928128108,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,16.75,-0.1301750347095768,-0.1397928861071347,nls,0.012571172720373513,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,17,-0.129516257950022,-0.142648424542416,nls,0.016085487915209622,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,17.25,-0.1304960019109086,-0.14548032265697458,nls,0.01793764206888161,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,17.5,-0.13592068446055183,-0.14828877616337982,nls,0.015321413025643615,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,17.75,-0.13533697649171308,-0.15107397915394338,nls,0.018690323985045925,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,18,-0.13275768983633407,-0.15383612411413283,nls,0.02403175560061439,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,18.25,-0.13623683955991445,-0.156575401935875,nls,0.02329188369877617,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,18.5,-0.13735805931868936,-0.1592920019307476,nls,0.024887263934873876,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,18.75,-0.13392558698420817,-0.16198611184306327,nls,0.031013846181670728,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,19,-0.13827572716417572,-0.16465791786284428,nls,0.029335512021484194,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,19.25,-0.13121637357566648,-0.16730760463868993,nls,0.03904455238583907,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,19.5,-0.1320021898272026,-0.16993535529053821,nls,0.040886486786151234,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,19.75,-0.13963081507864358,-0.1725413514223208,nls,0.03586385766649284,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,20,-0.14040604470584786,-0.17512577313451355,nls,0.037673049751481315,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,20.25,-0.15395596143013193,-0.17768879903658374,nls,0.02668615892926744,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,20.5,-0.16213990324879432,-0.18023060625933351,nls,0.02104402433335482,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,20.75,-0.1820870283306546,-0.18275137046714124,nls,0.003617663459302266,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,21,-0.18714310386947303,-0.18525126587010216,nls,0.0010614833234447551,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,21.25,-0.18925032332169411,-0.18773046523606723,nls,0.0014334632371887468,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,21.5,-0.1964679950649831,-0.19018913990258424,nls,-0.0033255338395832457,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,21.75,-0.20286087253078727,-0.19262745978873785,nls,-0.0072800914192337925,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,22,-0.2046663731895525,-0.19504559340689348,nls,-0.00666745845984339,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,22.25,-0.2076205225883159,-0.1974437078743428,nls,-0.007223493391157482,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,22.5,-0.21581360740071945,-0.19982196892485338,nls,-0.013038317153050445,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,22.75,-0.22045006764784209,-0.20218054092012255,nls,-0.015316205404903905,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,23,-0.22129844122497508,-0.20451958686113625,nls,-0.013825533041023203,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,23.25,-0.2184665192162241,-0.2068392683994344,nls,-0.00867392949397407,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,23.5,-0.22978987635945605,-0.2091397458482822,nls,-0.017696809188358215,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,23.75,-0.2246255285263353,-0.2114211781937499,nls,-0.01025102900976978,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,24,-0.2220934004702524,-0.21368372310569972,nls,-0.005456356041737043,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,24.25,-0.22567264191478745,-0.21592753694868294,nls,-0.00679178364328888,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,24.5,-0.22191246543621823,-0.21815277479274608,nls,-8.063693206565204e-4,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,24.75,-0.22097891765423397,-0.22035959042414766,nls,0.0023339940927293123,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,25,-0.22758449002706763,-0.22254813635598664,nls,-0.0020830323482653634,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,25.25,-0.2310905875216742,-0.22471856383874228,nls,-0.0034187023601162836,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,25.5,-0.24173736312806612,-0.2268710228707274,nls,-0.011913018934523085,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,25.75,-0.2471081501356565,-0.22900566220845464,nls,-0.015149166604386245,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,26,-0.25428973111417813,-0.23112262937691674,nls,-0.02021378041444576,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,26.25,-0.25077545304622445,-0.23322207067978257,nls,-0.014600061043626256,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,26.5,-0.2546054050033439,-0.2353041312095077,nls,-0.016347952471020572,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,26.75,-0.2550736225249267,-0.23736895485736192,nls,-0.014751346344749162,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,27,-0.25713560821863923,-0.2394166843233736,nls,-0.01476560257245001,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,27.25,-0.26169844330563624,-0.24144746112619161,nls,-0.017297660856629,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,27.5,-0.2656554347547373,-0.24346142561286582,nls,-0.019240687819055847,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,27.75,-0.27249824375464216,-0.24545871696854632,nls,-0.02408620546328021,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,28,-0.2699261752522165,-0.24743947322610252,nls,-0.01953338070329837,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,28.25,-0.2738037670188292,-0.24940383127566282,nls,-0.021446614420350747,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,28.5,-0.2828120219047798,-0.25135192687407487,nls,-0.028506773707889278,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,28.75,-0.28361371809281355,-0.25328389465428774,nls,-0.027376502115710178,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,29,-0.29525371154560526,-0.25519986813465656,nls,-0.037100522088133074,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,29.25,-0.2959428045475647,-0.2570999797281698,nls,-0.035889503496579316,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,29.5,-0.30323746992235756,-0.25898436075160053,nls,-0.04129978784794141,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,29.75,-0.3051175581616422,-0.2608531414345815,nls,-0.041311095404245095,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,30,-0.30278513233727244,-0.2627064509286056,nls,-0.037125360085851204,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,30.25,-0.2852724496415246,-0.26454441731595124,nls,-0.017774711002757727,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,30.5,-0.2788381880987873,-0.2663671676185341,nls,-0.009517699157437599,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,30.75,-0.231768131478908,-0.26817482780668594,nls,0.039360017650593555,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,31,-0.09402748713891271,-0.2699675228078603,nls,0.1788933569917632,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,31.25,0.14374568930187026,-0.271745376515266,nls,0.41844438713995186,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,31.5,0.33989274008029313,-0.27350851179642965,nls,0.6163545731995385,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,31.75,0.5922937440864139,-0.2752570505016868,nls,0.8705041159109164,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,32,0.767213169449028,-0.2769911134726035,nls,1.0471576042444473,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,32.25,0.7927139414133002,-0.2787108205503271,nls,1.074378083286443,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,32.5,0.7743220876878177,-0.28041629058386863,nls,1.057691699594502,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,32.75,0.7809589387234497,-0.2821076414383168,nls,1.0660199014845821,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,33,0.7528495262817878,-0.2837849900029832,nls,1.0395878376075867,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,33.25,0.725433537733857,-0.2854484521994808,nls,1.0138353112561536,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,33.5,0.712413433436359,-0.28709814298973524,nls,1.00246489774891,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,33.75,0.6841317477442072,-0.28873417638392973,nls,0.9758192454509526,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,34,0.6622429395178592,-0.2903566654483847,nls,0.9555529262890595,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,34.25,0.6527327823965429,-0.2919657223133709,nls,0.9476518260327295,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,34.5,0.644259633249544,-0.29356145818086016,nls,0.9407744127532198,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,34.75,0.6459183647982552,-0.29514398333220904,nls,0.9440156694532799,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,35,0.6395076825551657,-0.29671340713578154,nls,0.9391744110137629,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,35.25,0.6296558661940511,-0.2982698380545069,nls,0.9308790255713737,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,35.5,0.634662377082589,-0.2998133836533756,nls,0.9374290820587803,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,35.75,0.6292911088648019,-0.3013441506068735,nls,0.933588580794491,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,36,0.6212635603601315,-0.3028622447063536,nls,0.9270791263893008,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,36.25,0.6200624597086711,-0.30436777086734773,nls,0.9273835518988345,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,36.5,0.6147893583710514,-0.3058608331368171,nls,0.9236035128306842,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,36.75,0.6119487745787562,-0.3073415347003428,nls,0.9222436306019146,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,37,0.6120262494204571,-0.30880997788925735,nls,0.9237895486325302,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,37.25,0.6020117840127902,-0.3102662641877164,nls,0.9152313695233223,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,37.5,0.6026383196891528,-0.31171049423971275,nls,0.9173021352516812,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,37.75,0.6016816738177178,-0.3131427678560314,nls,0.9177777629965649,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,38,0.6003131120177366,-0.3145631840211479,nls,0.9178296173617002,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,38.25,0.5962526603763022,-0.3159718409000687,nls,0.9151778225991866,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,38.5,0.5980119648561656,-0.3173688358451159,nls,0.9183341220240971,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,38.75,0.5992356823868799,-0.31875426540265483,nls,0.9209432691123504,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,39,0.5920593947205238,-0.3201282253197664,nls,0.915140941363106,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
OP50_ASH_Glycerol_1_reg.mat,1,39.25,0.5883896857589717,-0.3214908105508646,nls,0.9128338176326519,N2,glycerol,OP50,GCAMP,-0.0029533213228156263
