 ,Label,Area,Mean,Mode,Min,Max,Median,Slice
130,OP_3_reg.tif:130,331,1383.677,1044,743,2607,1289,130
131,OP_3_reg.tif:131,331,1418.861,882,734,2732,1314,131
132,OP_3_reg.tif:132,331,1454.674,859,754,2811,1339,132
133,OP_3_reg.tif:133,331,1502.202,930,811,2927,1358,133
134,OP_3_reg.tif:134,331,1530.858,1067,815,3055,1402,134
135,OP_3_reg.tif:135,331,1549.958,1034,780,3152,1405,135
136,OP_3_reg.tif:136,331,1544.985,1886,785,3149,1404,136
137,OP_3_reg.tif:137,331,1537.085,977,819,3104,1378,137
138,OP_3_reg.tif:138,331,1522.308,944,784,3144,1367,138
139,OP_3_reg.tif:139,331,1515.272,894,783,3115,1367,139
140,OP_3_reg.tif:140,331,1510.855,1022,763,3075,1363,140
141,OP_3_reg.tif:141,331,1518.444,1084,756,3105,1357,141
142,OP_3_reg.tif:142,331,1516.520,1080,808,3102,1388,142
143,OP_3_reg.tif:143,331,1508.837,1085,755,3117,1357,143
144,OP_3_reg.tif:144,331,1508.202,919,741,3076,1362,144
145,OP_3_reg.tif:145,331,1498.731,989,769,3091,1354,145
146,OP_3_reg.tif:146,331,1501.054,908,763,3090,1332,146
147,OP_3_reg.tif:147,331,1516.553,1255,782,3097,1380,147
148,OP_3_reg.tif:148,331,1514.202,820,754,3099,1359,148
149,OP_3_reg.tif:149,331,1511.447,917,752,3086,1355,149
150,OP_3_reg.tif:150,331,1502.834,1072,741,3071,1334,150
151,OP_3_reg.tif:151,331,1499.813,922,734,3063,1346,151
152,OP_3_reg.tif:152,331,1493.202,856,717,3042,1348,152
153,OP_3_reg.tif:153,331,1498.553,894,765,3033,1359,153
154,OP_3_reg.tif:154,331,1495.356,1052,743,3029,1357,154
155,OP_3_reg.tif:155,331,1494.610,923,748,3069,1360,155
156,OP_3_reg.tif:156,331,1492.066,871,757,3081,1358,156
157,OP_3_reg.tif:157,331,1487.943,870,747,3027,1352,157
158,OP_3_reg.tif:158,331,1484.631,1333,752,3007,1333,158
159,OP_3_reg.tif:159,331,1469.429,925,721,3022,1316,159
160,OP_3_reg.tif:160,331,1448.036,905,743,2924,1298,160
161,OP_3_reg.tif:161,331,1439.408,1249,753,2935,1288,161
162,OP_3_reg.tif:162,331,1439.236,1111,737,2913,1293,162
163,OP_3_reg.tif:163,331,1424.586,895,734,2893,1287,163
164,OP_3_reg.tif:164,331,1411.166,811,735,2830,1283,164
165,OP_3_reg.tif:165,331,1404.465,1137,728,2801,1274,165
166,OP_3_reg.tif:166,331,1400.236,852,743,2831,1280,166
167,OP_3_reg.tif:167,331,1400.622,922,725,2824,1285,167
168,OP_3_reg.tif:168,331,1387.943,999,732,2782,1266,168
169,OP_3_reg.tif:169,331,1406.060,827,751,2772,1276,169
170,OP_3_reg.tif:170,331,1401.804,1012,736,2778,1262,170
171,OP_3_reg.tif:171,331,1399.057,862,740,2813,1255,171
172,OP_3_reg.tif:172,331,1404.468,970,728,2802,1271,172
173,OP_3_reg.tif:173,331,1424.356,926,738,2842,1293,173
174,OP_3_reg.tif:174,331,1449.683,928,750,2899,1319,174
175,OP_3_reg.tif:175,331,1462.921,1003,734,2957,1329,175
176,OP_3_reg.tif:176,331,1455.248,1053,737,2922,1312,176
177,OP_3_reg.tif:177,331,1442.704,1055,735,2907,1311,177
178,OP_3_reg.tif:178,331,1441.438,909,719,2908,1314,178
179,OP_3_reg.tif:179,331,1443.190,953,746,2874,1310,179
180,OP_3_reg.tif:180,331,1435.876,968,723,2849,1298,180
181,OP_3_reg.tif:181,331,1436.785,1500,735,2830,1291,181
182,OP_3_reg.tif:182,331,1416.320,1142,712,2818,1269,182
183,OP_3_reg.tif:183,331,1402.979,855,713,2800,1264,183
184,OP_3_reg.tif:184,331,1404.432,1026,735,2764,1264,184
185,OP_3_reg.tif:185,331,1406.462,1023,732,2785,1271,185
186,OP_3_reg.tif:186,331,1395.033,1000,717,2811,1264,186
187,OP_3_reg.tif:187,331,1375.586,870,723,2774,1239,187
188,OP_3_reg.tif:188,331,1374.390,1118,731,2718,1238,188
189,OP_3_reg.tif:189,331,1385.215,822,728,2750,1247,189
190,OP_3_reg.tif:190,331,1385.341,954,710,2813,1249,190
191,OP_3_reg.tif:191,331,1389.689,896,715,2837,1260,191
192,OP_3_reg.tif:192,331,1380.471,841,726,2835,1244,192
193,OP_3_reg.tif:193,331,1383.934,903,728,2835,1243,193
194,OP_3_reg.tif:194,331,1381.897,902,736,2834,1245,194
195,OP_3_reg.tif:195,331,1393.650,1173,718,2904,1256,195
196,OP_3_reg.tif:196,331,1404.193,907,734,2887,1259,196
197,OP_3_reg.tif:197,331,1414.121,1788,721,2926,1260,197
198,OP_3_reg.tif:198,331,1427.299,1016,735,2978,1281,198
199,OP_3_reg.tif:199,331,1429.565,944,731,2946,1282,199
200,OP_3_reg.tif:200,331,1421.668,853,726,3017,1271,200
201,OP_3_reg.tif:201,331,1411.018,945,737,2956,1255,201
202,OP_3_reg.tif:202,331,1413.553,908,730,2949,1254,202
203,OP_3_reg.tif:203,331,1414.106,1056,720,2947,1246,203
204,OP_3_reg.tif:204,331,1401.468,1092,714,2965,1240,204
205,OP_3_reg.tif:205,331,1394.426,1059,740,2890,1223,205
206,OP_3_reg.tif:206,331,1402.178,928,735,2905,1251,206
207,OP_3_reg.tif:207,331,1403.335,827,730,2942,1244,207
208,OP_3_reg.tif:208,331,1397.057,974,740,2946,1260,208
209,OP_3_reg.tif:209,331,1394.124,1009,735,3007,1246,209
210,OP_3_reg.tif:210,331,1388.725,805,737,2926,1231,210
211,OP_3_reg.tif:211,331,1383.356,1670,736,2961,1231,211
212,OP_3_reg.tif:212,331,1387.296,968,736,2954,1234,212
213,OP_3_reg.tif:213,331,1383.121,1027,755,2934,1228,213
214,OP_3_reg.tif:214,331,1376.000,1344,736,2898,1239,214
215,OP_3_reg.tif:215,331,1382.441,859,743,2900,1235,215
216,OP_3_reg.tif:216,331,1385.622,979,741,2909,1239,216
217,OP_3_reg.tif:217,331,1387.387,958,761,2897,1238,217
218,OP_3_reg.tif:218,331,1385.166,1098,759,2894,1236,218
219,OP_3_reg.tif:219,331,1391.915,1036,747,2921,1240,219
220,OP_3_reg.tif:220,331,1395.909,1341,760,2924,1242,220
221,OP_3_reg.tif:221,331,1409.076,751,751,2974,1253,221
222,OP_3_reg.tif:222,331,1416.840,1836,748,2979,1264,222
223,OP_3_reg.tif:223,331,1420.502,1016,761,2985,1263,223
224,OP_3_reg.tif:224,331,1419.789,949,755,3007,1274,224
225,OP_3_reg.tif:225,331,1410.707,1588,770,2939,1275,225
226,OP_3_reg.tif:226,331,1405.683,828,761,2969,1275,226
227,OP_3_reg.tif:227,331,1403.689,1158,755,2930,1262,227
228,OP_3_reg.tif:228,331,1392.695,1013,761,2961,1251,228
229,OP_3_reg.tif:229,331,1379.592,848,753,2881,1231,229
230,OP_3_reg.tif:230,331,1371.855,897,763,2843,1240,230
231,OP_3_reg.tif:231,331,1369.692,783,767,2814,1241,231
232,OP_3_reg.tif:232,331,1364.994,889,780,2810,1239,232
233,OP_3_reg.tif:233,331,1359.982,932,758,2776,1222,233
234,OP_3_reg.tif:234,331,1360.967,1027,782,2759,1201,234
235,OP_3_reg.tif:235,331,1353.426,787,787,2732,1203,235
236,OP_3_reg.tif:236,331,1349.659,926,795,2698,1208,236
237,OP_3_reg.tif:237,331,1366.166,972,792,2750,1228,237
238,OP_3_reg.tif:238,331,1387.677,907,772,2807,1243,238
239,OP_3_reg.tif:239,331,1507.825,849,831,3101,1353,239
240,OP_3_reg.tif:240,331,1592.541,1190,847,3414,1416,240
241,OP_3_reg.tif:241,331,1611.852,1337,861,3530,1442,241
242,OP_3_reg.tif:242,331,1602.335,1366,848,3494,1414,242
243,OP_3_reg.tif:243,331,1592.937,1442,861,3543,1416,243
244,OP_3_reg.tif:244,331,1576.477,885,852,3412,1399,244
245,OP_3_reg.tif:245,331,1567.426,1033,858,3463,1389,245
246,OP_3_reg.tif:246,331,1557.767,1007,848,3406,1380,246
247,OP_3_reg.tif:247,331,1548.187,885,841,3362,1378,247
248,OP_3_reg.tif:248,331,1542.680,859,831,3373,1378,248
249,OP_3_reg.tif:249,331,1531.544,1341,828,3322,1361,249
250,OP_3_reg.tif:250,331,1515.541,943,842,3288,1357,250
251,OP_3_reg.tif:251,331,1502.378,1447,816,3213,1349,251
252,OP_3_reg.tif:252,331,1482.142,1018,803,3120,1337,252
253,OP_3_reg.tif:253,331,1461.731,967,806,3082,1328,253
254,OP_3_reg.tif:254,331,1435.157,1065,803,2998,1301,254
255,OP_3_reg.tif:255,331,1401.909,1427,788,2892,1261,255
256,OP_3_reg.tif:256,331,1363.831,952,779,2768,1228,256
257,OP_3_reg.tif:257,331,1321.825,993,772,2648,1191,257
258,OP_3_reg.tif:258,331,1281.227,949,764,2549,1146,258
259,OP_3_reg.tif:259,331,1242.350,933,758,2424,1122,259
260,OP_3_reg.tif:260,331,1200.807,888,735,2367,1099,260
261,OP_3_reg.tif:261,331,1172.849,880,740,2240,1072,261
262,OP_3_reg.tif:262,331,1140.402,847,734,2156,1035,262
263,OP_3_reg.tif:263,331,1110.245,824,730,2085,1009,263
264,OP_3_reg.tif:264,331,1084.991,751,727,2019,1002,264
265,OP_3_reg.tif:265,331,1060.595,730,707,1935,979,265
266,OP_3_reg.tif:266,331,1041.109,780,713,1840,969,266
267,OP_3_reg.tif:267,331,1025.263,764,706,1804,951,267
268,OP_3_reg.tif:268,331,1010.538,809,701,1794,939,268
269,OP_3_reg.tif:269,331,998.308,749,677,1741,937,269
270,OP_3_reg.tif:270,331,986.211,784,692,1701,919,270
271,OP_3_reg.tif:271,331,978.622,782,693,1665,915,271
272,OP_3_reg.tif:272,331,971.082,805,687,1663,910,272
273,OP_3_reg.tif:273,331,961.356,785,688,1610,901,273
274,OP_3_reg.tif:274,331,955.254,773,674,1591,892,274
275,OP_3_reg.tif:275,331,948.118,779,671,1598,888,275
276,OP_3_reg.tif:276,331,942.782,752,678,1561,888,276
277,OP_3_reg.tif:277,331,938.737,713,686,1555,887,277
278,OP_3_reg.tif:278,331,933.523,712,684,1497,880,278
279,OP_3_reg.tif:279,331,930.903,698,679,1524,880,279
280,OP_3_reg.tif:280,331,927.329,738,677,1523,879,280
281,OP_3_reg.tif:281,331,925.015,829,674,1486,877,281
282,OP_3_reg.tif:282,331,921.239,791,679,1476,865,282
283,OP_3_reg.tif:283,331,919.142,833,674,1462,869,283
284,OP_3_reg.tif:284,331,917.233,698,665,1483,866,284
285,OP_3_reg.tif:285,331,915.792,748,672,1457,863,285
286,OP_3_reg.tif:286,331,913.964,939,678,1459,871,286
287,OP_3_reg.tif:287,331,912.332,692,679,1455,865,287
288,OP_3_reg.tif:288,331,911.378,774,670,1447,861,288
289,OP_3_reg.tif:289,331,907.073,736,657,1434,859,289
290,OP_3_reg.tif:290,331,905.450,746,672,1422,859,290
291,OP_3_reg.tif:291,331,905.647,741,675,1443,859,291
292,OP_3_reg.tif:292,331,906.106,785,679,1448,860,292
293,OP_3_reg.tif:293,331,905.825,719,679,1422,860,293
294,OP_3_reg.tif:294,331,903.254,736,679,1436,858,294
295,OP_3_reg.tif:295,331,900.514,810,667,1451,855,295
296,OP_3_reg.tif:296,331,899.030,758,676,1430,853,296
297,OP_3_reg.tif:297,331,899.580,729,668,1429,856,297
298,OP_3_reg.tif:298,331,899.178,732,667,1421,849,298
299,OP_3_reg.tif:299,331,899.079,702,663,1422,853,299
300,OP_3_reg.tif:300,331,897.054,775,678,1411,853,300
301,OP_3_reg.tif:301,331,896.393,765,675,1409,850,301
302,OP_3_reg.tif:302,331,895.695,752,676,1386,853,302
303,OP_3_reg.tif:303,331,896.199,683,666,1398,850,303
304,OP_3_reg.tif:304,331,894.640,807,677,1405,851,304
305,OP_3_reg.tif:305,331,894.369,729,661,1409,847,305
306,OP_3_reg.tif:306,331,895.175,685,670,1418,846,306
307,OP_3_reg.tif:307,331,889.882,703,656,1397,843,307
308,OP_3_reg.tif:308,331,890.227,745,666,1387,846,308
309,OP_3_reg.tif:309,331,889.810,729,668,1386,841,309
310,OP_3_reg.tif:310,331,890.785,735,666,1381,850,310
311,OP_3_reg.tif:311,331,889.018,763,671,1380,847,311
312,OP_3_reg.tif:312,331,889.233,711,669,1378,845,312
313,OP_3_reg.tif:313,331,887.601,824,646,1372,846,313
314,OP_3_reg.tif:314,331,887.133,735,668,1375,844,314
315,OP_3_reg.tif:315,331,885.686,740,664,1373,837,315
316,OP_3_reg.tif:316,331,884.927,696,662,1393,838,316
317,OP_3_reg.tif:317,331,884.825,688,657,1378,841,317
318,OP_3_reg.tif:318,331,884.012,717,660,1373,835,318
319,OP_3_reg.tif:319,331,884.254,745,655,1340,844,319
320,OP_3_reg.tif:320,331,884.245,729,661,1347,845,320
321,OP_3_reg.tif:321,331,883.550,700,654,1364,842,321
322,OP_3_reg.tif:322,331,883.215,690,664,1347,840,322
323,OP_3_reg.tif:323,331,881.236,741,647,1352,839,323
324,OP_3_reg.tif:324,331,881.976,687,663,1341,841,324
325,OP_3_reg.tif:325,331,880.650,738,663,1372,838,325
326,OP_3_reg.tif:326,331,882.647,728,666,1347,838,326
327,OP_3_reg.tif:327,331,883.459,727,665,1345,850,327
328,OP_3_reg.tif:328,331,882.100,740,656,1362,842,328
329,OP_3_reg.tif:329,331,881.668,743,664,1356,838,329
330,OP_3_reg.tif:330,331,880.417,751,658,1331,842,330
331,OP_3_reg.tif:331,331,881.066,788,655,1328,840,331
332,OP_3_reg.tif:332,331,879.178,760,666,1340,838,332
333,OP_3_reg.tif:333,331,879.441,740,652,1335,834,333
334,OP_3_reg.tif:334,331,878.924,814,663,1335,838,334
335,OP_3_reg.tif:335,331,877.145,737,655,1329,832,335
336,OP_3_reg.tif:336,331,877.885,746,649,1336,835,336
337,OP_3_reg.tif:337,331,873.559,737,656,1347,828,337
338,OP_3_reg.tif:338,331,873.752,739,657,1336,830,338
339,OP_3_reg.tif:339,331,872.861,737,657,1320,834,339
340,OP_3_reg.tif:340,331,874.057,715,660,1326,827,340
341,OP_3_reg.tif:341,331,875.208,722,657,1337,834,341
342,OP_3_reg.tif:342,331,876.045,678,655,1333,833,342
343,OP_3_reg.tif:343,331,873.918,744,650,1355,837,343
344,OP_3_reg.tif:344,331,873.414,689,642,1315,835,344
345,OP_3_reg.tif:345,331,872.592,736,655,1334,832,345
346,OP_3_reg.tif:346,331,872.438,757,663,1328,832,346
347,OP_3_reg.tif:347,331,872.302,757,659,1342,829,347
348,OP_3_reg.tif:348,331,871.532,688,660,1330,826,348
349,OP_3_reg.tif:349,331,871.218,693,658,1319,827,349
350,OP_3_reg.tif:350,331,872.894,747,646,1312,830,350
351,OP_3_reg.tif:351,331,869.187,706,650,1336,826,351
352,OP_3_reg.tif:352,331,867.453,726,653,1313,824,352
353,OP_3_reg.tif:353,331,869.722,702,638,1342,824,353
354,OP_3_reg.tif:354,331,872.323,717,663,1317,828,354
355,OP_3_reg.tif:355,331,874.782,680,656,1322,831,355
356,OP_3_reg.tif:356,331,872.601,723,657,1353,826,356
357,OP_3_reg.tif:357,331,873.236,725,654,1342,838,357
358,OP_3_reg.tif:358,331,874.236,787,642,1342,835,358
359,OP_3_reg.tif:359,331,872.909,727,641,1328,829,359
360,OP_3_reg.tif:360,331,876.175,712,653,1350,837,360
